year,departamento,grupo110,ndefun_sinadef,ndefun_inei,diferencia,pct_diferencia,ratio
2022,ANCASH,Enfermedad de Alzheimer,8,18,10,55.55555555555556,0.4444444444444444
2022,ANCASH,Enfermedad del parkinson,21,27,6,22.22222222222222,0.7777777777777778
2022,ANCASH,Enfermedad por el VIH (SIDA),18,37,19,51.35135135135135,0.4864864864864865
2022,ANCASH,Enfermedad pulmonar intersticial,147,411,264,64.23357664233576,0.35766423357664234
2022,ANCASH,Enfermedad pulmonar obstructiva cronica (EPOC),30,36,6,16.666666666666664,0.8333333333333334
2022,ANCASH,Enfermedades cerebrovasculares,178,421,243,57.71971496437055,0.42280285035629456
2022,ANCASH,Enfermedades de la piel,16,22,6,27.27272727272727,0.7272727272727273
2022,ANCASH,"Enfermedades del esofago, estomago y del duodeno",127,152,25,16.447368421052634,0.8355263157894737
2022,ANCASH,"Enfermedades del peritoneo, peritonitis y otros",19,33,14,42.42424242424242,0.5757575757575758
2022,ANCASH,Enfermedades del pulmon debidas a agentes externos,97,14,-83,-592.8571428571429,6.928571428571429
2022,ANCASH,Enfermedades del sistema urinario,30,50,20,40.0,0.6
2022,ANCASH,Enfermedades hipertensivas,266,127,-139,-109.4488188976378,2.094488188976378
2022,ANCASH,Enfermedades infecciosas intestinales,8,22,14,63.63636363636363,0.36363636363636365
2022,ANCASH,Enfermedades isquémicas del corazón,354,739,385,52.09742895805142,0.4790257104194858
2022,ANCASH,Epilepsia y estado de mal epileptico,26,45,19,42.22222222222222,0.5777777777777777
2022,ANCASH,Esclerosis multiple,1,2,1,50.0,0.5
2022,ANCASH,"Eventos relacionados al embarazo, parto y puerperio",9,11,2,18.181818181818183,0.8181818181818182
2022,ANCASH,Exposición a la corriente eléctrica,3,5,2,40.0,0.6
2022,ANCASH,Feto y recién nacido afectados por complicaciones obstétrica,2,2,0,0.0,1.0
2022,ANCASH,Fiebre reumática aguda y enfermedades cardíacas reumáticas cronicas,3,6,3,50.0,0.5
2022,ANCASH,"Hemorragia gastrointestinal (hematemesis, melena y las no especificadas)",14,29,15,51.724137931034484,0.4827586206896552
2022,ANCASH,Hiperplasia de próstata,15,8,-7,-87.5,1.875
2022,ANCASH,Homicidios (agresiones infligidas por otra persona),34,57,23,40.35087719298245,0.5964912280701754
2022,ANCASH,Infecciones especificas del periodo perinatal,9,34,25,73.52941176470588,0.2647058823529412
2022,ANCASH,Infecciones respiratorias agudas altas,2,0,-2,,
2022,ANCASH,Infecciones respiratorias agudas bajas,324,696,372,53.44827586206896,0.46551724137931033
2022,ANCASH,Insuficiencia cardíaca,134,139,5,3.597122302158273,0.9640287769784173
2022,ANCASH,"Insuficiencia renal, incluye la aguda, cronica y la no especificadas",165,192,27,14.0625,0.859375
2022,ANCASH,Insuficiencia respiratoria,111,91,-20,-21.978021978021978,1.2197802197802199
2022,ANCASH,Las demás causas externas,40,328,288,87.8048780487805,0.12195121951219512
2022,ANCASH,Lesiones de intención no determinada,118,18,-100,-555.5555555555555,6.555555555555555
2022,ANCASH,Leucemia,14,69,55,79.71014492753623,0.2028985507246377
2022,ANCASH,"Malformaciones congénitas, deformidades y anomalías cromosomicas",43,127,84,66.14173228346458,0.33858267716535434
2022,ANCASH,Meningitis,7,6,-1,-16.666666666666664,1.1666666666666667
2022,ANCASH,Neoplasia maligna de colon y de la unión rectosigmoidea,56,102,46,45.09803921568628,0.5490196078431373
2022,ANCASH,Neoplasia maligna de estómago,196,370,174,47.02702702702703,0.5297297297297298
2022,ANCASH,Neoplasia maligna de higado y vias biliares,43,103,60,58.252427184466015,0.4174757281553398
2022,ANCASH,Neoplasia maligna de la glandula tiroides y de otras glandulas endocrinas,5,10,5,50.0,0.5
2022,ANCASH,Neoplasia maligna de la mama,30,75,45,60.0,0.4
2022,ANCASH,Neoplasia maligna de la piel,14,44,30,68.18181818181817,0.3181818181818182
2022,ANCASH,Neoplasia maligna de la próstata,67,132,65,49.24242424242424,0.5075757575757576
2022,ANCASH,"Neoplasia maligna de la tráquea, los bronquios y el pulmón",34,100,66,66.0,0.34
2022,ANCASH,"Neoplasia maligna de los huesos, cartilagos y tejido conjuntivo",14,30,16,53.333333333333336,0.4666666666666667
2022,ANCASH,"Neoplasia maligna de los órganos digestivos y del peritoneo, excepto estomago",13,44,31,70.45454545454545,0.29545454545454547
2022,ANCASH,Neoplasia maligna de los órganos genitourinarios,39,70,31,44.285714285714285,0.5571428571428572
2022,ANCASH,"Neoplasia maligna de los órganos respiratorios e intratorácicos, excepto traquea y pulmon",5,13,8,61.53846153846154,0.38461538461538464
2022,ANCASH,"Neoplasia maligna de ojo, encefalo y de otras partes del sistema nervioso",27,62,35,56.451612903225815,0.43548387096774194
2022,ANCASH,Neoplasia maligna de pancreas,35,82,47,57.3170731707317,0.4268292682926829
2022,ANCASH,"Neoplasia maligna de sitios mal definidos, de comportamiento incierto y los no especificados",63,5,-58,-1160.0,12.6
2022,ANCASH,"Neoplasia maligna de tejido linfático, de otros órganos hematopoyeticos",15,60,45,75.0,0.25
2022,ANCASH,Neoplasia maligna del cuello del útero,28,71,43,60.56338028169014,0.39436619718309857
2022,ANCASH,Neoplasia maligna del cuerpo del útero,10,11,1,9.090909090909092,0.9090909090909091
2022,ANCASH,"Neoplasia maligna del labio, de la cavidad bucal y de la faringe",9,26,17,65.38461538461539,0.34615384615384615
2022,ANCASH,"Neoplasia maligna del útero, parte no especificada",11,50,39,78.0,0.22
2022,ANCASH,Neoplasia maligna secundaria (metastasis),15,11,-4,-36.36363636363637,1.3636363636363635
2022,ANCASH,Neoplasias benignas,6,0,-6,,
2022,ANCASH,Otras ciertas afecciones originadas en el periodo perinatal,2,6,4,66.66666666666666,0.3333333333333333
2022,ANCASH,Otras enfermedades del sistema circulatorio,65,12,-53,-441.6666666666667,5.416666666666667
2022,ANCASH,Otras enfermedades del sistema digestivo,1,43,42,97.67441860465115,0.023255813953488372
2022,ANCASH,"Otras enfermedades del sistema nervioso, excepto meningitis",17,39,22,56.41025641025641,0.4358974358974359
2022,ANCASH,Otras enfermedades del sistema respiratorio,7,7,0,0.0,1.0
2022,ANCASH,Otras enfermedades infecciosas y parasitarias,21,16,-5,-31.25,1.3125
2022,ANCASH,Paro cardiaco,78,16,-62,-387.5,4.875
2022,ANCASH,Resto de las demas enfermedades,1606,100,-1506,-1506.0,16.06
2022,ANCASH,"Retardo del crecimiento fetal, desnutrición fetal, gestación",25,28,3,10.714285714285714,0.8928571428571429
2022,ANCASH,"Septicemia, excepto neonatal",103,176,73,41.47727272727273,0.5852272727272727
2022,ANCASH,Suicidios (lesiones autoinfligidas intencionalmente),18,29,11,37.93103448275862,0.6206896551724138
2022,ANCASH,Trastornos cardiovasculares originados en el periodo perinatal,1,6,5,83.33333333333334,0.16666666666666666
2022,ANCASH,"Trastornos de la glandula tiroides, endocrinas y otras metabolicas",41,36,-5,-13.88888888888889,1.1388888888888888
2022,ANCASH,"Trastornos de la vesícula biliar, vias biliares y del pancreas",27,52,25,48.07692307692308,0.5192307692307693
2022,ANCASH,Trastornos endocrinos y metabolicos del feto y del recien nacido,3,0,-3,,
2022,ANCASH,Trastornos hemorragicos y hematologicos del feto y del recien nacido,2,3,1,33.33333333333333,0.6666666666666666
2022,ANCASH,Trastornos mentales y del comportamiento,41,21,-20,-95.23809523809523,1.9523809523809523
2022,ANCASH,Trastornos respiratorios específicos del periodo perinatal,19,49,30,61.224489795918366,0.3877551020408163
2022,ANCASH,Trastornos respiratorios no especificados,1,11,10,90.9090909090909,0.09090909090909091
2022,ANCASH,Tuberculosis,15,60,45,75.0,0.25
2022,APURIMAC,Accidentes de transporte terrestre,29,42,13,30.952380952380953,0.6904761904761905
2022,APURIMAC,Accidentes por Ahogamiento y sumersión,5,16,11,68.75,0.3125
2022,APURIMAC,Accidentes por fuerzas de la naturaleza,2,21,19,90.47619047619048,0.09523809523809523
2022,APURIMAC,Accidentes por otro tipo de transporte,1,8,7,87.5,0.125
2022,APURIMAC,Accidentes que obstruyen la respiración,1,96,95,98.95833333333334,0.010416666666666666
2022,APURIMAC,Afecciones de la pleura,3,1,-2,-200.0,3.0
2022,APURIMAC,"Anemias hemoliticas, aplasticas y otras anemias",24,1,-23,-2300.0,24.0
2022,APURIMAC,Aneurimas,4,5,1,20.0,0.8
2022,APURIMAC,"Apendicitis, hernia de la cavidad abdominal y obstrucción intestinal",22,36,14,38.88888888888889,0.6111111111111112
2022,APURIMAC,Asma,4,11,7,63.63636363636363,0.36363636363636365
2022,APURIMAC,Caídas,4,20,16,80.0,0.2
2022,APURIMAC,Ciertas enfermedades transmitidas por vectores y rabia,1,3,2,66.66666666666666,0.3333333333333333
2022,APURIMAC,Cirrosis y ciertas otras enfermedades crónicas del hígado,52,154,102,66.23376623376623,0.33766233766233766
2022,APURIMAC,Covid-19,43,237,194,81.85654008438819,0.18143459915611815
2022,APURIMAC,Defectos de la coagulación en organos hematopoyeticos y trastornos que afectan al mecanismo de la inmunidad,6,15,9,60.0,0.4
2022,APURIMAC,Deficiencias nutricionales y anemias nutricionales,65,74,9,12.162162162162163,0.8783783783783784
2022,APURIMAC,Degeneracion de sistemas multiples,2,4,2,50.0,0.5
2022,APURIMAC,Diabetes mellitus,56,87,31,35.63218390804598,0.6436781609195402
2022,APURIMAC,Edema Pulmonar,12,25,13,52.0,0.48
2022,APURIMAC,Edema cerebral,9,32,23,71.875,0.28125
2022,APURIMAC,"Embolia, trombosis arteriales y otros trastornos arteriales o arteriolares",5,3,-2,-66.66666666666666,1.6666666666666667
2022,APURIMAC,"Enfermedad cardiopulmonar, enfermedades de la circulación pulmonar",5,34,29,85.29411764705883,0.14705882352941177
2022,APURIMAC,Enfermedad del parkinson,7,9,2,22.22222222222222,0.7777777777777778
2022,APURIMAC,Enfermedad por el VIH (SIDA),6,13,7,53.84615384615385,0.46153846153846156
2022,APURIMAC,Enfermedad pulmonar intersticial,24,76,52,68.42105263157895,0.3157894736842105
2022,APURIMAC,Enfermedad pulmonar obstructiva cronica (EPOC),34,53,19,35.84905660377358,0.6415094339622641
2022,APURIMAC,Enfermedades cerebrovasculares,48,153,105,68.62745098039215,0.3137254901960784
2022,APURIMAC,Enfermedades de la piel,48,74,26,35.13513513513514,0.6486486486486487
2022,APURIMAC,"Enfermedades del esofago, estomago y del duodeno",35,27,-8,-29.629629629629626,1.2962962962962963
2022,APURIMAC,"Enfermedades del peritoneo, peritonitis y otros",8,11,3,27.27272727272727,0.7272727272727273
2022,APURIMAC,Enfermedades del pulmon debidas a agentes externos,13,2,-11,-550.0,6.5
2022,APURIMAC,Enfermedades del sistema urinario,18,14,-4,-28.57142857142857,1.2857142857142858
2022,APURIMAC,Enfermedades hipertensivas,144,117,-27,-23.076923076923077,1.2307692307692308
2022,APURIMAC,Enfermedades infecciosas intestinales,2,5,3,60.0,0.4
2022,APURIMAC,Enfermedades isquémicas del corazón,40,151,111,73.50993377483444,0.26490066225165565
2022,APURIMAC,Epilepsia y estado de mal epileptico,22,43,21,48.837209302325576,0.5116279069767442
2022,APURIMAC,"Eventos relacionados al embarazo, parto y puerperio",3,8,5,62.5,0.375
2022,APURIMAC,Exposición a la corriente eléctrica,2,3,1,33.33333333333333,0.6666666666666666
2022,APURIMAC,Fiebre reumática aguda y enfermedades cardíacas reumáticas cronicas,1,3,2,66.66666666666666,0.3333333333333333
2022,APURIMAC,"Hemorragia gastrointestinal (hematemesis, melena y las no especificadas)",14,30,16,53.333333333333336,0.4666666666666667
2022,APURIMAC,Hepatitis B,2,4,2,50.0,0.5
2022,APURIMAC,Hiperplasia de próstata,11,10,-1,-10.0,1.1
2022,APURIMAC,Homicidios (agresiones infligidas por otra persona),4,17,13,76.47058823529412,0.23529411764705882
2022,APURIMAC,Incidentes ocurridos al paciente durante la atencion medica y quirurgica,2,4,2,50.0,0.5
2022,APURIMAC,Infecciones especificas del periodo perinatal,1,5,4,80.0,0.2
2022,APURIMAC,Infecciones respiratorias agudas altas,5,0,-5,,
2022,APURIMAC,Infecciones respiratorias agudas bajas,124,272,148,54.41176470588235,0.45588235294117646
2022,APURIMAC,Insuficiencia cardíaca,41,27,-14,-51.85185185185185,1.5185185185185186
2022,APURIMAC,"Insuficiencia renal, incluye la aguda, cronica y la no especificadas",46,48,2,4.166666666666666,0.9583333333333334
2022,APURIMAC,Insuficiencia respiratoria,74,38,-36,-94.73684210526315,1.9473684210526316
2022,APURIMAC,Las demás causas externas,45,173,128,73.98843930635837,0.26011560693641617
2022,APURIMAC,Lesiones de intención no determinada,86,12,-74,-616.6666666666667,7.166666666666667
2022,APURIMAC,Leucemia,5,20,15,75.0,0.25
2022,APURIMAC,"Malformaciones congénitas, deformidades y anomalías cromosomicas",14,51,37,72.54901960784314,0.27450980392156865
2022,APURIMAC,Meningitis,1,2,1,50.0,0.5
2022,APURIMAC,Neoplasia maligna de colon y de la unión rectosigmoidea,11,24,13,54.166666666666664,0.4583333333333333
2022,APURIMAC,Neoplasia maligna de estómago,40,98,58,59.183673469387756,0.40816326530612246
2022,APURIMAC,Neoplasia maligna de higado y vias biliares,15,61,46,75.40983606557377,0.2459016393442623
2022,APURIMAC,Neoplasia maligna de la mama,3,13,10,76.92307692307693,0.23076923076923078
2022,APURIMAC,Neoplasia maligna de la piel,7,18,11,61.111111111111114,0.3888888888888889
2022,APURIMAC,Neoplasia maligna de la próstata,17,51,34,66.66666666666666,0.3333333333333333
2022,APURIMAC,"Neoplasia maligna de la tráquea, los bronquios y el pulmón",13,46,33,71.73913043478261,0.2826086956521739
2022,APURIMAC,"Neoplasia maligna de los huesos, cartilagos y tejido conjuntivo",6,24,18,75.0,0.25
2022,APURIMAC,"Neoplasia maligna de los órganos digestivos y del peritoneo, excepto estomago",7,34,27,79.41176470588235,0.20588235294117646
2022,APURIMAC,Neoplasia maligna de los órganos genitourinarios,12,26,14,53.84615384615385,0.46153846153846156
2022,APURIMAC,"Neoplasia maligna de los órganos respiratorios e intratorácicos, excepto traquea y pulmon",3,11,8,72.72727272727273,0.2727272727272727
2022,APURIMAC,"Neoplasia maligna de ojo, encefalo y de otras partes del sistema nervioso",1,25,24,96.0,0.04
2022,APURIMAC,Neoplasia maligna de pancreas,3,16,13,81.25,0.1875
2022,APURIMAC,"Neoplasia maligna de sitios mal definidos, de comportamiento incierto y los no especificados",27,3,-24,-800.0,9.0
2022,APURIMAC,"Neoplasia maligna de tejido linfático, de otros órganos hematopoyeticos",8,21,13,61.904761904761905,0.38095238095238093
2022,APURIMAC,Neoplasia maligna del cuello del útero,3,21,18,85.71428571428571,0.14285714285714285
2022,APURIMAC,Neoplasia maligna del cuerpo del útero,2,3,1,33.33333333333333,0.6666666666666666
2022,APURIMAC,"Neoplasia maligna del labio, de la cavidad bucal y de la faringe",2,3,1,33.33333333333333,0.6666666666666666
2022,APURIMAC,Neoplasia maligna secundaria (metastasis),9,7,-2,-28.57142857142857,1.2857142857142858
2022,APURIMAC,Otras enfermedades del sistema circulatorio,19,3,-16,-533.3333333333333,6.333333333333333
2022,APURIMAC,"Otras enfermedades del sistema nervioso, excepto meningitis",15,17,2,11.76470588235294,0.8823529411764706
2022,APURIMAC,Otras enfermedades del sistema respiratorio,2,2,0,0.0,1.0
2022,APURIMAC,Otras enfermedades infecciosas y parasitarias,9,23,14,60.86956521739131,0.391304347826087
2022,APURIMAC,Paro cardiaco,38,9,-29,-322.22222222222223,4.222222222222222
2022,APURIMAC,Resto de las demas enfermedades,359,15,-344,-2293.3333333333335,23.933333333333334
2022,APURIMAC,"Retardo del crecimiento fetal, desnutrición fetal, gestación",13,19,6,31.57894736842105,0.6842105263157895
2022,APURIMAC,"Septicemia, excepto neonatal",41,59,18,30.508474576271187,0.6949152542372882
2022,APURIMAC,Suicidios (lesiones autoinfligidas intencionalmente),8,11,3,27.27272727272727,0.7272727272727273
2022,APURIMAC,Trastornos cardiovasculares originados en el periodo perinatal,1,3,2,66.66666666666666,0.3333333333333333
2022,APURIMAC,"Trastornos de la glandula tiroides, endocrinas y otras metabolicas",28,17,-11,-64.70588235294117,1.6470588235294117
2022,APURIMAC,"Trastornos de la vesícula biliar, vias biliares y del pancreas",6,17,11,64.70588235294117,0.35294117647058826
2022,APURIMAC,Trastornos hemorragicos y hematologicos del feto y del recien nacido,3,10,7,70.0,0.3
2022,APURIMAC,Trastornos mentales y del comportamiento,25,24,-1,-4.166666666666666,1.0416666666666667
2022,APURIMAC,Trastornos respiratorios específicos del periodo perinatal,6,22,16,72.72727272727273,0.2727272727272727
2022,APURIMAC,Trastornos respiratorios no especificados,5,3,-2,-66.66666666666666,1.6666666666666667
2022,APURIMAC,Tuberculosis,7,15,8,53.333333333333336,0.4666666666666667
2022,AREQUIPA,Accidentes de transporte terrestre,189,179,-10,-5.58659217877095,1.0558659217877095
2022,AREQUIPA,Accidentes por Ahogamiento y sumersión,2,57,55,96.49122807017544,0.03508771929824561
2022,AREQUIPA,Accidentes por fuerzas de la naturaleza,2,3,1,33.33333333333333,0.6666666666666666
2022,AREQUIPA,Accidentes por otro tipo de transporte,1,9,8,88.88888888888889,0.1111111111111111
2022,AREQUIPA,Accidentes que obstruyen la respiración,1,89,88,98.87640449438202,0.011235955056179775
2022,AREQUIPA,Afecciones de la pleura,26,20,-6,-30.0,1.3
2022,AREQUIPA,"Anemias hemoliticas, aplasticas y otras anemias",62,14,-48,-342.85714285714283,4.428571428571429
2022,AREQUIPA,Aneurimas,6,2,-4,-200.0,3.0
2022,AREQUIPA,"Apendicitis, hernia de la cavidad abdominal y obstrucción intestinal",48,65,17,26.153846153846157,0.7384615384615385
2022,AREQUIPA,Arteriosclerosis,3,3,0,0.0,1.0
2022,AREQUIPA,Asma,16,39,23,58.97435897435898,0.41025641025641024
2022,AREQUIPA,Cirrosis y ciertas otras enfermedades crónicas del hígado,247,350,103,29.428571428571427,0.7057142857142857
2022,AREQUIPA,Covid-19,241,1007,766,76.06752730883814,0.23932472691161866
2022,AREQUIPA,Defectos de la coagulación en organos hematopoyeticos y trastornos que afectan al mecanismo de la inmunidad,23,17,-6,-35.294117647058826,1.3529411764705883
2022,AREQUIPA,Deficiencias nutricionales y anemias nutricionales,132,82,-50,-60.97560975609756,1.6097560975609757
2022,AREQUIPA,Degeneracion de sistemas multiples,12,0,-12,,
2022,AREQUIPA,Diabetes mellitus,349,340,-9,-2.6470588235294117,1.026470588235294
2022,AREQUIPA,Edema Pulmonar,29,10,-19,-190.0,2.9
2022,AREQUIPA,Edema cerebral,32,23,-9,-39.130434782608695,1.391304347826087
2022,AREQUIPA,"Embolia, trombosis arteriales y otros trastornos arteriales o arteriolares",36,15,-21,-140.0,2.4
2022,AREQUIPA,Encefalitis viral,1,0,-1,,
2022,AREQUIPA,"Encefalitis, mielitis y encefalomielitis",4,9,5,55.55555555555556,0.4444444444444444
2022,AREQUIPA,"Enfermedad cardiopulmonar, enfermedades de la circulación pulmonar",22,133,111,83.45864661654136,0.16541353383458646
2022,AREQUIPA,Enfermedad de Alzheimer,12,30,18,60.0,0.4
2022,AREQUIPA,Enfermedad del parkinson,26,34,8,23.52941176470588,0.7647058823529411
2022,AREQUIPA,Enfermedad por el VIH (SIDA),44,45,1,2.2222222222222223,0.9777777777777777
2022,AREQUIPA,Enfermedad pulmonar intersticial,267,468,201,42.94871794871795,0.5705128205128205
2022,AREQUIPA,Enfermedad pulmonar obstructiva cronica (EPOC),47,50,3,6.0,0.94
2022,AREQUIPA,Enfermedades cerebrovasculares,152,304,152,50.0,0.5
2022,AREQUIPA,Enfermedades de la piel,35,58,23,39.6551724137931,0.603448275862069
2022,AREQUIPA,"Enfermedades del esofago, estomago y del duodeno",31,40,9,22.5,0.775
2022,AREQUIPA,"Enfermedades del peritoneo, peritonitis y otros",28,33,5,15.151515151515152,0.8484848484848485
2022,AREQUIPA,Enfermedades del pulmon debidas a agentes externos,32,13,-19,-146.15384615384613,2.4615384615384617
2022,AREQUIPA,Enfermedades del sistema urinario,94,90,-4,-4.444444444444445,1.0444444444444445
2022,AREQUIPA,Enfermedades hipertensivas,432,167,-265,-158.68263473053892,2.586826347305389
2022,AREQUIPA,Enfermedades infecciosas intestinales,12,19,7,36.84210526315789,0.631578947368421
2022,AREQUIPA,Enfermedades isquémicas del corazón,474,1004,530,52.788844621513945,0.4721115537848606
2022,AREQUIPA,Epilepsia y estado de mal epileptico,33,41,8,19.51219512195122,0.8048780487804879
2022,AREQUIPA,Esclerosis multiple,3,1,-2,-200.0,3.0
2022,AREQUIPA,"Eventos relacionados al embarazo, parto y puerperio",6,7,1,14.285714285714285,0.8571428571428571
2022,AREQUIPA,Exposición a la corriente eléctrica,1,9,8,88.88888888888889,0.1111111111111111
2022,AREQUIPA,Feto y recién nacido afectados por complicaciones obstétrica,2,0,-2,,
2022,AREQUIPA,Fiebre reumática aguda y enfermedades cardíacas reumáticas cronicas,5,6,1,16.666666666666664,0.8333333333333334
2022,AREQUIPA,"Hemorragia gastrointestinal (hematemesis, melena y las no especificadas)",34,40,6,15.0,0.85
2022,AREQUIPA,Hiperplasia de próstata,15,8,-7,-87.5,1.875
2022,AREQUIPA,Homicidios (agresiones infligidas por otra persona),54,41,-13,-31.70731707317073,1.3170731707317074
2022,AREQUIPA,Incidentes ocurridos al paciente durante la atencion medica y quirurgica,2,6,4,66.66666666666666,0.3333333333333333
2022,AREQUIPA,Infecciones especificas del periodo perinatal,5,12,7,58.333333333333336,0.4166666666666667
2022,AREQUIPA,Infecciones respiratorias agudas altas,3,0,-3,,
2022,AREQUIPA,Infecciones respiratorias agudas bajas,430,751,321,42.743009320905465,0.5725699067909454
2022,AREQUIPA,Insuficiencia cardíaca,36,31,-5,-16.129032258064516,1.1612903225806452
2022,AREQUIPA,"Insuficiencia renal, incluye la aguda, cronica y la no especificadas",232,133,-99,-74.43609022556392,1.744360902255639
2022,AREQUIPA,Insuficiencia respiratoria,116,53,-63,-118.86792452830188,2.188679245283019
2022,AREQUIPA,Las demás causas externas,169,260,91,35.0,0.65
2022,AREQUIPA,Lesiones de intención no determinada,64,21,-43,-204.76190476190476,3.0476190476190474
2022,AREQUIPA,Leucemia,76,75,-1,-1.3333333333333335,1.0133333333333334
2022,AREQUIPA,"Malformaciones congénitas, deformidades y anomalías cromosomicas",55,103,48,46.601941747572816,0.5339805825242718
2022,AREQUIPA,Meningitis,5,6,1,16.666666666666664,0.8333333333333334
2022,AREQUIPA,Neoplasia maligna de colon y de la unión rectosigmoidea,67,77,10,12.987012987012985,0.8701298701298701
2022,AREQUIPA,Neoplasia maligna de estómago,84,133,49,36.84210526315789,0.631578947368421
2022,AREQUIPA,Neoplasia maligna de higado y vias biliares,105,179,74,41.340782122905026,0.5865921787709497
2022,AREQUIPA,Neoplasia maligna de la glandula tiroides y de otras glandulas endocrinas,21,29,8,27.586206896551722,0.7241379310344828
2022,AREQUIPA,Neoplasia maligna de la mama,58,79,21,26.582278481012654,0.7341772151898734
2022,AREQUIPA,Neoplasia maligna de la piel,34,42,8,19.047619047619047,0.8095238095238095
2022,AREQUIPA,Neoplasia maligna de la próstata,94,148,54,36.486486486486484,0.6351351351351351
2022,AREQUIPA,"Neoplasia maligna de la tráquea, los bronquios y el pulmón",93,156,63,40.38461538461539,0.5961538461538461
2022,AREQUIPA,"Neoplasia maligna de los huesos, cartilagos y tejido conjuntivo",22,53,31,58.490566037735846,0.41509433962264153
2022,AREQUIPA,"Neoplasia maligna de los órganos digestivos y del peritoneo, excepto estomago",37,76,39,51.31578947368421,0.4868421052631579
2022,AREQUIPA,Neoplasia maligna de los órganos genitourinarios,71,105,34,32.38095238095238,0.6761904761904762
2022,AREQUIPA,"Neoplasia maligna de los órganos respiratorios e intratorácicos, excepto traquea y pulmon",26,14,-12,-85.71428571428571,1.8571428571428572
2022,AREQUIPA,"Neoplasia maligna de ojo, encefalo y de otras partes del sistema nervioso",49,78,29,37.17948717948718,0.6282051282051282
2022,AREQUIPA,Neoplasia maligna de pancreas,47,69,22,31.88405797101449,0.6811594202898551
2022,AREQUIPA,"Neoplasia maligna de sitios mal definidos, de comportamiento incierto y los no especificados",119,21,-98,-466.6666666666667,5.666666666666667
2022,AREQUIPA,"Neoplasia maligna de tejido linfático, de otros órganos hematopoyeticos",82,91,9,9.89010989010989,0.9010989010989011
2022,AREQUIPA,Neoplasia maligna del cuello del útero,41,38,-3,-7.894736842105263,1.0789473684210527
2022,AREQUIPA,Neoplasia maligna del cuerpo del útero,9,11,2,18.181818181818183,0.8181818181818182
2022,AREQUIPA,"Neoplasia maligna del labio, de la cavidad bucal y de la faringe",15,20,5,25.0,0.75
2022,AREQUIPA,"Neoplasia maligna del útero, parte no especificada",5,16,11,68.75,0.3125
2022,AREQUIPA,Neoplasia maligna secundaria (metastasis),25,9,-16,-177.77777777777777,2.7777777777777777
2022,AREQUIPA,Neoplasias benignas,9,0,-9,,
2022,AREQUIPA,Otras ciertas afecciones originadas en el periodo perinatal,7,2,-5,-250.0,3.5
2022,AREQUIPA,Otras enfermedades del sistema circulatorio,143,9,-134,-1488.888888888889,15.88888888888889
2022,AREQUIPA,"Otras enfermedades del sistema nervioso, excepto meningitis",20,43,23,53.48837209302325,0.46511627906976744
2022,AREQUIPA,Otras enfermedades del sistema respiratorio,15,8,-7,-87.5,1.875
2022,AREQUIPA,Otras enfermedades infecciosas y parasitarias,25,17,-8,-47.05882352941176,1.4705882352941178
2022,AREQUIPA,Paro cardiaco,9,3,-6,-200.0,3.0
2022,AREQUIPA,Resto de las demas enfermedades,1837,67,-1770,-2641.7910447761196,27.417910447761194
2022,AREQUIPA,"Retardo del crecimiento fetal, desnutrición fetal, gestación",41,31,-10,-32.25806451612903,1.3225806451612903
2022,AREQUIPA,"Septicemia, excepto neonatal",105,91,-14,-15.384615384615385,1.1538461538461537
2022,AREQUIPA,Suicidios (lesiones autoinfligidas intencionalmente),105,102,-3,-2.941176470588235,1.0294117647058822
2022,AREQUIPA,Sífilis congénita,1,0,-1,,
2022,AREQUIPA,"Trastornos de la glandula tiroides, endocrinas y otras metabolicas",94,50,-44,-88.0,1.88
2022,AREQUIPA,"Trastornos de la vesícula biliar, vias biliares y del pancreas",66,108,42,38.88888888888889,0.6111111111111112
2022,AREQUIPA,Trastornos del sistema digestivo del feto y del recien nacido,3,8,5,62.5,0.375
2022,AREQUIPA,Trastornos hemorragicos y hematologicos del feto y del recien nacido,6,1,-5,-500.0,6.0
2022,AREQUIPA,Trastornos mentales y del comportamiento,89,33,-56,-169.6969696969697,2.696969696969697
2022,AREQUIPA,Trastornos respiratorios específicos del periodo perinatal,15,25,10,40.0,0.6
2022,AREQUIPA,Trastornos respiratorios no especificados,4,6,2,33.33333333333333,0.6666666666666666
2022,AREQUIPA,Tuberculosis,35,50,15,30.0,0.7
2022,AYACUCHO,Accidentes de transporte terrestre,41,58,17,29.310344827586203,0.7068965517241379
2022,AYACUCHO,Accidentes por Ahogamiento y sumersión,1,36,35,97.22222222222221,0.027777777777777776
2022,AYACUCHO,Accidentes por fuerzas de la naturaleza,1,22,21,95.45454545454545,0.045454545454545456
2022,AYACUCHO,Accidentes por otro tipo de transporte,1,0,-1,,
2022,AYACUCHO,Accidentes que obstruyen la respiración,2,157,155,98.72611464968153,0.012738853503184714
2022,AYACUCHO,Afecciones de la pleura,5,11,6,54.54545454545454,0.45454545454545453
2022,AYACUCHO,"Anemias hemoliticas, aplasticas y otras anemias",30,14,-16,-114.28571428571428,2.142857142857143
2022,AYACUCHO,Aneurimas,1,4,3,75.0,0.25
2022,AYACUCHO,"Apendicitis, hernia de la cavidad abdominal y obstrucción intestinal",29,67,38,56.71641791044776,0.43283582089552236
2022,AYACUCHO,Asma,6,4,-2,-50.0,1.5
2022,AYACUCHO,Caídas,2,6,4,66.66666666666666,0.3333333333333333
